sortie_id,cadet_id,instructor_id,aircraft_id,base_id,scheduled_start,scheduled_end,actual_start,actual_end,status,delay_minutes,cancel_reason,lesson_type
S05155,C061,I024,A013,Chennai,2025-02-19 08:00:00,2025-02-19 09:30:00,2025-02-19 08:12:00,2025-02-19 09:42:00,completed,12,,Cross Country
S05156,C162,I014,A022,Mysuru,2025-03-01 06:00:00,2025-03-01 07:30:00,2025-03-01 06:08:00,2025-03-01 07:38:00,completed,8,,General Handling
S05157,C149,I020,A014,Chennai,2025-04-02 16:00:00,2025-04-02 17:30:00,2025-04-02 16:10:00,2025-04-02 17:40:00,completed,10,,Circuit
S05158,C073,I006,A016,Pune,2025-03-30 11:00:00,2025-03-30 12:30:00,2025-03-30 11:06:00,2025-03-30 12:36:00,completed,6,,Cross Country
S05159,C065,I022,A004,Pune,2025-05-20 06:00:00,2025-05-20 07:30:00,2025-05-20 06:29:00,2025-05-20 07:59:00,completed,29,,Navigation
S05160,C003,I011,A024,Mysuru,2025-02-22 18:00:00,2025-02-22 19:30:00,2025-02-22 18:51:00,2025-02-22 20:21:00,delayed,51,,Navigation
S05161,C042,I019,A016,Chennai,2025-01-21 14:00:00,2025-01-21 15:30:00,,,cancelled,0,ATC Restriction,Circuit
S05162,C183,I020,A005,Bangalore,2025-01-01 11:00:00,2025-01-01 12:30:00,2025-01-01 11:07:00,2025-01-01 12:37:00,completed,7,,Circuit
S05163,C019,I016,A024,Pune,2025-04-19 08:00:00,2025-04-19 09:30:00,2025-04-19 08:32:00,2025-04-19 10:02:00,completed,32,,General Handling
S05164,C105,I018,A001,Bangalore,2025-02-03 12:00:00,2025-02-03 13:30:00,2025-02-03 13:33:00,2025-02-03 15:03:00,delayed,93,,Night Flying
S05165,C095,I030,A006,Chennai,2025-05-27 10:00:00,2025-05-27 11:30:00,2025-05-27 11:18:00,2025-05-27 12:48:00,delayed,78,,Navigation
S05166,C009,I030,A016,Bangalore,2025-02-18 08:00:00,2025-02-18 09:30:00,2025-02-18 08:28:00,2025-02-18 09:58:00,completed,28,,Navigation
S05167,C137,I020,A005,Mysuru,2025-06-20 13:00:00,2025-06-20 14:30:00,2025-06-20 13:18:00,2025-06-20 14:48:00,completed,18,,General Handling
S05168,C069,I009,A024,Mysuru,2025-03-09 14:00:00,2025-03-09 15:30:00,2025-03-09 14:03:00,2025-03-09 15:33:00,completed,3,,Circuit
S05169,C059,I027,A016,Mysuru,2025-05-29 10:00:00,2025-05-29 11:30:00,2025-05-29 10:03:00,2025-05-29 11:33:00,completed,3,,Circuit
S05170,C148,I023,A015,Hyderabad,2025-04-12 09:00:00,2025-04-12 10:30:00,2025-04-12 09:32:00,2025-04-12 11:02:00,completed,32,,Navigation
S05171,C088,I005,A004,Bangalore,2025-01-25 11:00:00,2025-01-25 12:30:00,2025-01-25 11:17:00,2025-01-25 12:47:00,completed,17,,General Handling
S05172,C195,I029,A003,Chennai,2025-01-14 08:00:00,2025-01-14 09:30:00,,,cancelled,0,Instructor Unavailable,Cross Country
S05173,C157,I026,A006,Pune,2025-02-22 15:00:00,2025-02-22 16:30:00,2025-02-22 16:02:00,2025-02-22 17:32:00,delayed,62,,Navigation
S05174,C073,I024,A012,Pune,2025-04-12 12:00:00,2025-04-12 13:30:00,2025-04-12 12:34:00,2025-04-12 14:04:00,completed,34,,Navigation
S05175,C048,I014,A019,Pune,2025-02-06 12:00:00,2025-02-06 13:30:00,2025-02-06 13:33:00,2025-02-06 15:03:00,delayed,93,,Night Flying
S05176,C128,I027,A015,Hyderabad,2025-02-13 07:00:00,2025-02-13 08:30:00,2025-02-13 07:39:00,2025-02-13 09:09:00,delayed,39,,Navigation
S05177,C115,I023,A015,Pune,2025-02-11 15:00:00,2025-02-11 16:30:00,2025-02-11 15:41:00,2025-02-11 17:11:00,delayed,41,,Cross Country
S05178,C116,I026,A016,Hyderabad,2025-05-31 13:00:00,2025-05-31 14:30:00,,,cancelled,0,Instructor Unavailable,Circuit
S05179,C184,I024,A013,Bangalore,2025-01-27 15:00:00,2025-01-27 16:30:00,2025-01-27 15:12:00,2025-01-27 16:42:00,completed,12,,General Handling
S05180,C013,I017,A016,Pune,2025-05-13 11:00:00,2025-05-13 12:30:00,2025-05-13 11:10:00,2025-05-13 12:40:00,completed,10,,Night Flying
S05181,C173,I029,A007,Chennai,2025-05-20 10:00:00,2025-05-20 11:30:00,2025-05-20 10:31:00,2025-05-20 12:01:00,completed,31,,Night Flying
S05182,C030,I011,A010,Hyderabad,2025-04-23 08:00:00,2025-04-23 09:30:00,2025-04-23 08:27:00,2025-04-23 09:57:00,completed,27,,Circuit
S05183,C022,I013,A006,Chennai,2025-05-19 08:00:00,2025-05-19 09:30:00,2025-05-19 08:07:00,2025-05-19 09:37:00,completed,7,,Night Flying
S05184,C129,I020,A019,Chennai,2025-02-15 13:00:00,2025-02-15 14:30:00,2025-02-15 13:20:00,2025-02-15 14:50:00,completed,20,,Cross Country
S05185,C148,I018,A010,Hyderabad,2025-01-08 10:00:00,2025-01-08 11:30:00,2025-01-08 10:14:00,2025-01-08 11:44:00,completed,14,,Night Flying
S05186,C177,I020,A018,Mysuru,2025-04-26 16:00:00,2025-04-26 17:30:00,2025-04-26 16:01:00,2025-04-26 17:31:00,completed,1,,Cross Country
S05187,C079,I011,A024,Chennai,2025-06-29 14:00:00,2025-06-29 15:30:00,2025-06-29 15:39:00,2025-06-29 17:09:00,delayed,99,,Cross Country
S05188,C139,I026,A016,Mysuru,2025-04-14 15:00:00,2025-04-14 16:30:00,2025-04-14 15:07:00,2025-04-14 16:37:00,completed,7,,Cross Country
S05189,C163,I017,A006,Hyderabad,2025-05-03 16:00:00,2025-05-03 17:30:00,2025-05-03 16:03:00,2025-05-03 17:33:00,completed,3,,Cross Country
S05190,C158,I001,A024,Chennai,2025-05-08 08:00:00,2025-05-08 09:30:00,2025-05-08 08:25:00,2025-05-08 09:55:00,completed,25,,Night Flying
S05191,C121,I024,A001,Bangalore,2025-02-07 18:00:00,2025-02-07 19:30:00,2025-02-07 18:31:00,2025-02-07 20:01:00,delayed,31,,General Handling
S05192,C045,I008,A010,Hyderabad,2025-01-01 11:00:00,2025-01-01 12:30:00,2025-01-01 11:34:00,2025-01-01 13:04:00,completed,34,,Circuit
S05193,C088,I006,A016,Bangalore,2025-01-22 15:00:00,2025-01-22 16:30:00,2025-01-22 15:10:00,2025-01-22 16:40:00,completed,10,,Circuit
S05194,C071,I030,A015,Mysuru,2025-02-27 15:00:00,2025-02-27 16:30:00,2025-02-27 15:22:00,2025-02-27 16:52:00,completed,22,,General Handling
S05195,C011,I005,A019,Bangalore,2025-06-22 07:00:00,2025-06-22 08:30:00,2025-06-22 07:05:00,2025-06-22 08:35:00,completed,5,,Cross Country
S05196,C117,I028,A024,Mysuru,2025-06-23 18:00:00,2025-06-23 19:30:00,,,cancelled,0,Weather,General Handling
S05197,C191,I029,A022,Chennai,2025-01-04 17:00:00,2025-01-04 18:30:00,2025-01-04 17:21:00,2025-01-04 18:51:00,completed,21,,Night Flying
S05198,C049,I018,A012,Mysuru,2025-04-25 06:00:00,2025-04-25 07:30:00,2025-04-25 06:16:00,2025-04-25 07:46:00,completed,16,,Cross Country
S05199,C168,I014,A005,Pune,2025-05-26 07:00:00,2025-05-26 08:30:00,2025-05-26 07:39:00,2025-05-26 09:09:00,delayed,39,,Night Flying
S05200,C055,I001,A017,Chennai,2025-06-16 17:00:00,2025-06-16 18:30:00,2025-06-16 17:11:00,2025-06-16 18:41:00,completed,11,,Navigation
S05201,C008,I001,A010,Mysuru,2025-05-27 07:00:00,2025-05-27 08:30:00,2025-05-27 08:11:00,2025-05-27 09:41:00,delayed,71,,Night Flying
S05202,C087,I009,A001,Bangalore,2025-04-12 12:00:00,2025-04-12 13:30:00,2025-04-12 12:38:00,2025-04-12 14:08:00,completed,38,,Navigation
S05203,C029,I014,A009,Bangalore,2025-05-23 14:00:00,2025-05-23 15:30:00,2025-05-23 15:38:00,2025-05-23 17:08:00,delayed,98,,General Handling
S05204,C099,I011,A025,Hyderabad,2025-03-02 11:00:00,2025-03-02 12:30:00,2025-03-02 12:49:00,2025-03-02 14:19:00,delayed,109,,Night Flying
S05205,C089,I002,A004,Bangalore,2025-05-19 09:00:00,2025-05-19 10:30:00,2025-05-19 10:39:00,2025-05-19 12:09:00,delayed,99,,Navigation
S05206,C158,I030,A016,Chennai,2025-02-10 07:00:00,2025-02-10 08:30:00,2025-02-10 07:34:00,2025-02-10 09:04:00,delayed,34,,General Handling
S05207,C035,I025,A012,Mysuru,2025-01-09 14:00:00,2025-01-09 15:30:00,2025-01-09 14:14:00,2025-01-09 15:44:00,completed,14,,Night Flying
S05208,C078,I018,A025,Bangalore,2025-04-21 16:00:00,2025-04-21 17:30:00,2025-04-21 16:38:00,2025-04-21 18:08:00,completed,38,,General Handling
S05209,C093,I021,A010,Bangalore,2025-05-10 09:00:00,2025-05-10 10:30:00,2025-05-10 10:52:00,2025-05-10 12:22:00,delayed,112,,Circuit
S05210,C126,I023,A006,Bangalore,2025-03-18 14:00:00,2025-03-18 15:30:00,2025-03-18 14:21:00,2025-03-18 15:51:00,completed,21,,Night Flying
S05211,C060,I012,A015,Mysuru,2025-05-12 13:00:00,2025-05-12 14:30:00,2025-05-12 13:40:00,2025-05-12 15:10:00,completed,40,,Navigation
S05212,C037,I025,A017,Mysuru,2025-06-15 06:00:00,2025-06-15 07:30:00,2025-06-15 06:18:00,2025-06-15 07:48:00,completed,18,,General Handling
S05213,C129,I024,A013,Chennai,2025-04-26 15:00:00,2025-04-26 16:30:00,2025-04-26 15:34:00,2025-04-26 17:04:00,completed,34,,Night Flying
S05214,C185,I003,A010,Hyderabad,2025-04-28 17:00:00,2025-04-28 18:30:00,2025-04-28 17:02:00,2025-04-28 18:32:00,completed,2,,Cross Country
S05215,C053,I003,A012,Hyderabad,2025-01-24 10:00:00,2025-01-24 11:30:00,2025-01-24 10:52:00,2025-01-24 12:22:00,delayed,52,,Circuit
S05216,C029,I012,A016,Bangalore,2025-05-20 11:00:00,2025-05-20 12:30:00,2025-05-20 11:28:00,2025-05-20 12:58:00,completed,28,,Cross Country
S05217,C096,I018,A013,Mysuru,2025-05-03 08:00:00,2025-05-03 09:30:00,2025-05-03 09:39:00,2025-05-03 11:09:00,delayed,99,,Circuit
S05218,C117,I002,A019,Mysuru,2025-01-07 14:00:00,2025-01-07 15:30:00,,,cancelled,0,ATC Restriction,Cross Country
S05219,C050,I027,A015,Bangalore,2025-03-12 11:00:00,2025-03-12 12:30:00,2025-03-12 11:04:00,2025-03-12 12:34:00,completed,4,,Night Flying
S05220,C178,I029,A011,Hyderabad,2025-01-17 16:00:00,2025-01-17 17:30:00,2025-01-17 17:50:00,2025-01-17 19:20:00,delayed,110,,Cross Country
S05221,C174,I023,A016,Bangalore,2025-05-07 14:00:00,2025-05-07 15:30:00,2025-05-07 14:34:00,2025-05-07 16:04:00,completed,34,,Cross Country
S05222,C047,I025,A025,Hyderabad,2025-04-09 13:00:00,2025-04-09 14:30:00,2025-04-09 13:49:00,2025-04-09 15:19:00,delayed,49,,Night Flying
S05223,C009,I024,A001,Bangalore,2025-05-28 11:00:00,2025-05-28 12:30:00,2025-05-28 11:32:00,2025-05-28 13:02:00,completed,32,,Cross Country
S05224,C178,I004,A015,Hyderabad,2025-02-09 18:00:00,2025-02-09 19:30:00,2025-02-09 18:08:00,2025-02-09 19:38:00,completed,8,,General Handling
S05225,C092,I021,A001,Hyderabad,2025-05-13 14:00:00,2025-05-13 15:30:00,2025-05-13 14:12:00,2025-05-13 15:42:00,completed,12,,Cross Country
S05226,C135,I027,A006,Pune,2025-01-10 17:00:00,2025-01-10 18:30:00,2025-01-10 18:52:00,2025-01-10 20:22:00,delayed,112,,Night Flying
S05227,C081,I004,A015,Chennai,2025-03-23 15:00:00,2025-03-23 16:30:00,2025-03-23 15:33:00,2025-03-23 17:03:00,completed,33,,Navigation
S05228,C141,I029,A005,Pune,2025-04-13 15:00:00,2025-04-13 16:30:00,2025-04-13 15:53:00,2025-04-13 17:23:00,delayed,53,,Circuit
S05229,C115,I003,A012,Pune,2025-04-05 05:00:00,2025-04-05 06:30:00,2025-04-05 05:17:00,2025-04-05 06:47:00,completed,17,,Navigation
S05230,C176,I006,A016,Chennai,2025-06-19 18:00:00,2025-06-19 19:30:00,2025-06-19 18:23:00,2025-06-19 19:53:00,completed,23,,Cross Country
S05231,C085,I015,A025,Hyderabad,2025-04-08 16:00:00,2025-04-08 17:30:00,2025-04-08 16:39:00,2025-04-08 18:09:00,completed,39,,General Handling
S05232,C155,I020,A018,Bangalore,2025-06-25 12:00:00,2025-06-25 13:30:00,2025-06-25 12:36:00,2025-06-25 14:06:00,completed,36,,Navigation
S05233,C109,I006,A006,Hyderabad,2025-01-08 15:00:00,2025-01-08 16:30:00,2025-01-08 15:07:00,2025-01-08 16:37:00,completed,7,,Circuit
S05234,C056,I014,A008,Chennai,2025-03-13 13:00:00,2025-03-13 14:30:00,2025-03-13 13:11:00,2025-03-13 14:41:00,completed,11,,General Handling
S05235,C171,I010,A010,Mysuru,2025-04-06 09:00:00,2025-04-06 10:30:00,2025-04-06 09:16:00,2025-04-06 10:46:00,completed,16,,Circuit
S05236,C194,I015,A013,Mysuru,2025-05-15 11:00:00,2025-05-15 12:30:00,2025-05-15 12:28:00,2025-05-15 13:58:00,delayed,88,,Night Flying
S05237,C002,I004,A015,Pune,2025-04-11 08:00:00,2025-04-11 09:30:00,2025-04-11 08:08:00,2025-04-11 09:38:00,completed,8,,General Handling
S05238,C082,I008,A024,Pune,2025-06-06 09:00:00,2025-06-06 10:30:00,2025-06-06 09:53:00,2025-06-06 11:23:00,delayed,53,,Circuit
S05239,C009,I028,A025,Bangalore,2025-06-12 07:00:00,2025-06-12 08:30:00,,,cancelled,0,Weather,Night Flying
S05240,C058,I010,A024,Hyderabad,2025-05-28 18:00:00,2025-05-28 19:30:00,2025-05-28 18:17:00,2025-05-28 19:47:00,completed,17,,Cross Country
S05241,C165,I008,A010,Mysuru,2025-02-26 18:00:00,2025-02-26 19:30:00,2025-02-26 18:12:00,2025-02-26 19:42:00,completed,12,,Night Flying
S05242,C184,I004,A006,Bangalore,2025-05-27 06:00:00,2025-05-27 07:30:00,2025-05-27 06:21:00,2025-05-27 07:51:00,completed,21,,Cross Country
S05243,C031,I014,A014,Chennai,2025-02-12 09:00:00,2025-02-12 10:30:00,2025-02-12 09:05:00,2025-02-12 10:35:00,completed,5,,General Handling
S05244,C131,I004,A006,Hyderabad,2025-02-17 13:00:00,2025-02-17 14:30:00,2025-02-17 13:21:00,2025-02-17 14:51:00,completed,21,,Cross Country
S05245,C140,I030,A015,Mysuru,2025-02-15 10:00:00,2025-02-15 11:30:00,,,cancelled,0,Weather,Cross Country
S05246,C190,I019,A015,Chennai,2025-02-12 14:00:00,2025-02-12 15:30:00,2025-02-12 14:10:00,2025-02-12 15:40:00,completed,10,,Cross Country
S05247,C128,I005,A023,Hyderabad,2025-05-31 08:00:00,2025-05-31 09:30:00,2025-05-31 08:14:00,2025-05-31 09:44:00,completed,14,,General Handling
S05248,C147,I015,A024,Mysuru,2025-05-16 14:00:00,2025-05-16 15:30:00,2025-05-16 14:23:00,2025-05-16 15:53:00,completed,23,,Navigation
S05249,C139,I025,A001,Mysuru,2025-02-27 18:00:00,2025-02-27 19:30:00,2025-02-27 18:32:00,2025-02-27 20:02:00,completed,32,,Navigation
S05250,C161,I006,A015,Bangalore,2025-05-24 16:00:00,2025-05-24 17:30:00,2025-05-24 16:25:00,2025-05-24 17:55:00,completed,25,,General Handling
S05251,C148,I026,A015,Hyderabad,2025-04-04 05:00:00,2025-04-04 06:30:00,2025-04-04 05:31:00,2025-04-04 07:01:00,completed,31,,Night Flying
S05252,C049,I020,A023,Mysuru,2025-03-09 11:00:00,2025-03-09 12:30:00,2025-03-09 11:35:00,2025-03-09 13:05:00,completed,35,,General Handling
S05253,C057,I025,A024,Mysuru,2025-01-05 14:00:00,2025-01-05 15:30:00,2025-01-05 14:20:00,2025-01-05 15:50:00,completed,20,,Cross Country
S05254,C029,I024,A025,Bangalore,2025-06-24 09:00:00,2025-06-24 10:30:00,2025-06-24 09:16:00,2025-06-24 10:46:00,completed,16,,Circuit
S05255,C176,I023,A016,Chennai,2025-01-02 08:00:00,2025-01-02 09:30:00,2025-01-02 08:19:00,2025-01-02 09:49:00,completed,19,,Night Flying
S05256,C196,I028,A017,Hyderabad,2025-01-31 15:00:00,2025-01-31 16:30:00,2025-01-31 15:32:00,2025-01-31 17:02:00,completed,32,,Night Flying
S05257,C045,I022,A022,Hyderabad,2025-01-20 18:00:00,2025-01-20 19:30:00,2025-01-20 18:07:00,2025-01-20 19:37:00,completed,7,,Cross Country
S05258,C153,I003,A001,Hyderabad,2025-06-03 12:00:00,2025-06-03 13:30:00,2025-06-03 12:10:00,2025-06-03 13:40:00,completed,10,,Navigation
S05259,C132,I003,A013,Bangalore,2025-02-20 13:00:00,2025-02-20 14:30:00,2025-02-20 15:00:00,2025-02-20 16:30:00,delayed,120,,General Handling
S05260,C106,I004,A015,Chennai,2025-05-29 08:00:00,2025-05-29 09:30:00,2025-05-29 08:17:00,2025-05-29 09:47:00,completed,17,,Navigation
S05261,C075,I010,A013,Chennai,2025-01-23 18:00:00,2025-01-23 19:30:00,2025-01-23 18:23:00,2025-01-23 19:53:00,completed,23,,Circuit
S05262,C086,I012,A006,Chennai,2025-04-11 09:00:00,2025-04-11 10:30:00,2025-04-11 09:05:00,2025-04-11 10:35:00,completed,5,,General Handling
S05263,C150,I023,A006,Hyderabad,2025-03-17 12:00:00,2025-03-17 13:30:00,2025-03-17 12:06:00,2025-03-17 13:36:00,completed,6,,General Handling
S05264,C088,I010,A025,Bangalore,2025-03-25 08:00:00,2025-03-25 09:30:00,2025-03-25 08:06:00,2025-03-25 09:36:00,completed,6,,Circuit
S05265,C149,I022,A011,Chennai,2025-02-14 10:00:00,2025-02-14 11:30:00,2025-02-14 11:49:00,2025-02-14 13:19:00,delayed,109,,Circuit
S05266,C077,I023,A016,Pune,2025-04-18 12:00:00,2025-04-18 13:30:00,2025-04-18 13:37:00,2025-04-18 15:07:00,delayed,97,,Navigation
S05267,C060,I024,A010,Mysuru,2025-03-02 17:00:00,2025-03-02 18:30:00,2025-03-02 18:24:00,2025-03-02 19:54:00,delayed,84,,Cross Country
S05268,C173,I006,A015,Chennai,2025-03-23 05:00:00,2025-03-23 06:30:00,2025-03-23 05:01:00,2025-03-23 06:31:00,completed,1,,Night Flying
S05269,C193,I018,A013,Chennai,2025-03-10 18:00:00,2025-03-10 19:30:00,2025-03-10 18:09:00,2025-03-10 19:39:00,completed,9,,Navigation
S05270,C196,I015,A001,Hyderabad,2025-03-14 17:00:00,2025-03-14 18:30:00,2025-03-14 17:05:00,2025-03-14 18:35:00,completed,5,,Navigation
S05271,C038,I023,A015,Hyderabad,2025-04-01 07:00:00,2025-04-01 08:30:00,2025-04-01 08:28:00,2025-04-01 09:58:00,delayed,88,,Cross Country
S05272,C157,I026,A006,Pune,2025-06-07 13:00:00,2025-06-07 14:30:00,2025-06-07 13:45:00,2025-06-07 15:15:00,delayed,45,,Night Flying
S05273,C048,I025,A010,Pune,2025-05-15 12:00:00,2025-05-15 13:30:00,2025-05-15 12:35:00,2025-05-15 14:05:00,completed,35,,Navigation
S05274,C126,I006,A015,Bangalore,2025-06-04 16:00:00,2025-06-04 17:30:00,2025-06-04 16:08:00,2025-06-04 17:38:00,completed,8,,Cross Country
S05275,C024,I007,A005,Bangalore,2025-01-02 09:00:00,2025-01-02 10:30:00,2025-01-02 09:23:00,2025-01-02 10:53:00,completed,23,,Circuit
S05276,C168,I012,A015,Pune,2025-03-02 18:00:00,2025-03-02 19:30:00,2025-03-02 18:32:00,2025-03-02 20:02:00,completed,32,,Night Flying
S05277,C197,I021,A025,Pune,2025-05-23 18:00:00,2025-05-23 19:30:00,2025-05-23 18:22:00,2025-05-23 19:52:00,completed,22,,Cross Country
S05278,C177,I008,A017,Mysuru,2025-02-11 07:00:00,2025-02-11 08:30:00,2025-02-11 07:21:00,2025-02-11 08:51:00,completed,21,,Night Flying
S05279,C118,I014,A021,Mysuru,2025-04-20 11:00:00,2025-04-20 12:30:00,2025-04-20 11:37:00,2025-04-20 13:07:00,delayed,37,,General Handling
S05280,C181,I025,A024,Bangalore,2025-05-30 13:00:00,2025-05-30 14:30:00,2025-05-30 13:26:00,2025-05-30 14:56:00,completed,26,,Cross Country
S05281,C186,I001,A012,Mysuru,2025-05-18 12:00:00,2025-05-18 13:30:00,2025-05-18 12:17:00,2025-05-18 13:47:00,completed,17,,General Handling
S05282,C030,I029,A011,Hyderabad,2025-02-12 07:00:00,2025-02-12 08:30:00,2025-02-12 07:31:00,2025-02-12 09:01:00,completed,31,,General Handling
S05283,C042,I012,A016,Chennai,2025-05-11 10:00:00,2025-05-11 11:30:00,2025-05-11 10:17:00,2025-05-11 11:47:00,completed,17,,Night Flying
S05284,C171,I006,A006,Mysuru,2025-06-11 10:00:00,2025-06-11 11:30:00,2025-06-11 10:37:00,2025-06-11 12:07:00,completed,37,,Cross Country
S05285,C051,I030,A016,Hyderabad,2025-04-04 17:00:00,2025-04-04 18:30:00,2025-04-04 17:20:00,2025-04-04 18:50:00,completed,20,,Night Flying
S05286,C094,I005,A003,Bangalore,2025-03-15 07:00:00,2025-03-15 08:30:00,2025-03-15 07:32:00,2025-03-15 09:02:00,completed,32,,Circuit
S05287,C057,I021,A025,Mysuru,2025-03-19 14:00:00,2025-03-19 15:30:00,2025-03-19 14:07:00,2025-03-19 15:37:00,completed,7,,Navigation
S05288,C175,I030,A015,Hyderabad,2025-06-27 11:00:00,2025-06-27 12:30:00,2025-06-27 12:12:00,2025-06-27 13:42:00,delayed,72,,Navigation
S05289,C026,I005,A023,Mysuru,2025-02-04 18:00:00,2025-02-04 19:30:00,2025-02-04 18:00:00,2025-02-04 19:30:00,completed,0,,Navigation
S05290,C191,I003,A012,Chennai,2025-01-11 07:00:00,2025-01-11 08:30:00,2025-01-11 07:19:00,2025-01-11 08:49:00,completed,19,,General Handling
S05291,C116,I001,A013,Hyderabad,2025-06-13 08:00:00,2025-06-13 09:30:00,2025-06-13 08:37:00,2025-06-13 10:07:00,completed,37,,Circuit
S05292,C019,I007,A019,Pune,2025-01-19 08:00:00,2025-01-19 09:30:00,2025-01-19 08:46:00,2025-01-19 10:16:00,delayed,46,,Navigation
S05293,C180,I022,A022,Hyderabad,2025-03-25 18:00:00,2025-03-25 19:30:00,2025-03-25 19:10:00,2025-03-25 20:40:00,delayed,70,,Navigation
S05294,C038,I012,A016,Hyderabad,2025-02-23 05:00:00,2025-02-23 06:30:00,2025-02-23 05:20:00,2025-02-23 06:50:00,completed,20,,General Handling
S05295,C119,I008,A024,Hyderabad,2025-05-04 05:00:00,2025-05-04 06:30:00,2025-05-04 05:33:00,2025-05-04 07:03:00,completed,33,,Circuit
S05296,C010,I025,A017,Chennai,2025-06-12 15:00:00,2025-06-12 16:30:00,2025-06-12 15:27:00,2025-06-12 16:57:00,completed,27,,Night Flying
S05297,C011,I010,A013,Bangalore,2025-02-16 15:00:00,2025-02-16 16:30:00,,,cancelled,0,Aircraft Defect,Navigation
S05298,C189,I026,A015,Mysuru,2025-03-14 09:00:00,2025-03-14 10:30:00,2025-03-14 10:06:00,2025-03-14 11:36:00,delayed,66,,Night Flying
S05299,C124,I005,A008,Chennai,2025-05-15 14:00:00,2025-05-15 15:30:00,2025-05-15 14:24:00,2025-05-15 15:54:00,completed,24,,Cross Country
S05300,C094,I001,A024,Bangalore,2025-05-31 14:00:00,2025-05-31 15:30:00,2025-05-31 14:31:00,2025-05-31 16:01:00,completed,31,,Circuit
S05301,C144,I004,A016,Chennai,2025-05-08 18:00:00,2025-05-08 19:30:00,2025-05-08 19:58:00,2025-05-08 21:28:00,delayed,118,,Circuit
S05302,C010,I017,A015,Chennai,2025-04-19 12:00:00,2025-04-19 13:30:00,2025-04-19 12:40:00,2025-04-19 14:10:00,completed,40,,Cross Country
S05303,C107,I013,A006,Hyderabad,2025-03-16 15:00:00,2025-03-16 16:30:00,2025-03-16 15:26:00,2025-03-16 16:56:00,completed,26,,Circuit
S05304,C096,I025,A010,Mysuru,2025-01-02 07:00:00,2025-01-02 08:30:00,2025-01-02 07:23:00,2025-01-02 08:53:00,completed,23,,Night Flying
S05305,C145,I025,A017,Bangalore,2025-06-30 07:00:00,2025-06-30 08:30:00,2025-06-30 08:17:00,2025-06-30 09:47:00,delayed,77,,General Handling
S05306,C169,I005,A018,Chennai,2025-02-23 06:00:00,2025-02-23 07:30:00,2025-02-23 07:37:00,2025-02-23 09:07:00,delayed,97,,Circuit
S05307,C082,I024,A001,Pune,2025-02-14 16:00:00,2025-02-14 17:30:00,2025-02-14 16:34:00,2025-02-14 18:04:00,completed,34,,Navigation
S05308,C030,I020,A018,Hyderabad,2025-02-04 08:00:00,2025-02-04 09:30:00,2025-02-04 08:38:00,2025-02-04 10:08:00,delayed,38,,Circuit
S05309,C011,I016,A024,Bangalore,2025-02-21 14:00:00,2025-02-21 15:30:00,2025-02-21 14:09:00,2025-02-21 15:39:00,completed,9,,Navigation
S05310,C123,I004,A006,Chennai,2025-06-10 09:00:00,2025-06-10 10:30:00,2025-06-10 09:39:00,2025-06-10 11:09:00,completed,39,,Navigation
S05311,C198,I021,A017,Hyderabad,2025-01-16 11:00:00,2025-01-16 12:30:00,2025-01-16 11:00:00,2025-01-16 12:30:00,completed,0,,Navigation
S05312,C142,I009,A012,Hyderabad,2025-05-14 08:00:00,2025-05-14 09:30:00,2025-05-14 08:26:00,2025-05-14 09:56:00,completed,26,,General Handling
S05313,C060,I004,A015,Mysuru,2025-05-06 07:00:00,2025-05-06 08:30:00,2025-05-06 07:13:00,2025-05-06 08:43:00,completed,13,,Night Flying
S05314,C051,I011,A017,Hyderabad,2025-04-29 10:00:00,2025-04-29 11:30:00,2025-04-29 10:01:00,2025-04-29 11:31:00,completed,1,,Night Flying
S05315,C053,I011,A001,Hyderabad,2025-02-12 17:00:00,2025-02-12 18:30:00,2025-02-12 17:30:00,2025-02-12 19:00:00,completed,30,,Cross Country
S05316,C070,I018,A025,Mysuru,2025-05-13 16:00:00,2025-05-13 17:30:00,2025-05-13 16:05:00,2025-05-13 17:35:00,completed,5,,Cross Country
S05317,C079,I025,A025,Chennai,2025-02-15 17:00:00,2025-02-15 18:30:00,2025-02-15 17:11:00,2025-02-15 18:41:00,completed,11,,General Handling
S05318,C161,I015,A001,Bangalore,2025-05-03 12:00:00,2025-05-03 13:30:00,2025-05-03 12:20:00,2025-05-03 13:50:00,completed,20,,General Handling
S05319,C058,I026,A015,Hyderabad,2025-04-03 13:00:00,2025-04-03 14:30:00,2025-04-03 13:40:00,2025-04-03 15:10:00,completed,40,,General Handling
S05320,C170,I010,A012,Pune,2025-05-04 07:00:00,2025-05-04 08:30:00,2025-05-04 07:24:00,2025-05-04 08:54:00,completed,24,,Circuit
S05321,C095,I012,A016,Chennai,2025-05-27 05:00:00,2025-05-27 06:30:00,2025-05-27 05:20:00,2025-05-27 06:50:00,completed,20,,Circuit
S05322,C033,I026,A015,Mysuru,2025-06-08 06:00:00,2025-06-08 07:30:00,2025-06-08 06:32:00,2025-06-08 08:02:00,completed,32,,Cross Country
S05323,C167,I023,A006,Bangalore,2025-04-08 15:00:00,2025-04-08 16:30:00,2025-04-08 15:35:00,2025-04-08 17:05:00,completed,35,,Circuit
S05324,C195,I025,A024,Chennai,2025-01-27 11:00:00,2025-01-27 12:30:00,2025-01-27 11:03:00,2025-01-27 12:33:00,completed,3,,Night Flying
